Title,CC,CW,CSN,CS,CMSL,CP,CMPL,CLSL,CSSL,CSTDSL,CLSSR,CB,CBPS,CNL,CNLTLR,CR,CCC,CCCPC,CCCPS,CEL,CELPS,CELPC,SSLS,SSSS,SMSS,SLSR,SSSR,SQ,SQPS,SE,SEPS,SS,SMSPW,SMCPW,SSTP,SSTART,SSTC,SSTSUB,SSTI,SSTD,SSTADJ,SSTN,SSTADV,SSTPPS,SSTARTPS,SSTCPS,SSTSUBPS,SSTDPS,SSTADJPS,SSTNPS,SSTADVPS,SMV,STB,SUW,SN,SUN,SV,SUV,SP,SUP,SADV,SUADV,SADJ,SUADJ,SCC,SUCC,SSUB,SUSUB,SMVPW,STBPW,SUWPW,SNPW,SUNPW,SVPW,SUVPW,SPPW,SUPPW,SADVPW,SUADVPW,SADJPW,SUADJPW,SCCPW,SUCCPW,SSUBPW,SUSUBPW,STBPV,SUNPUW,SUVPUW,SUPPUW,SUADJPUW,SUADVPUW,SUCCPUW,SUSUBPUW,SWL6,RARI,RCL,RFRE,RFK,RGFI,RLBI,RSG,RDWS,RDC,RLWF,Quality
"Chamaa","10294","1701","65","4","2563.5","33","311.93939393939394","8899","68","4235.021644966331","130.86764705882354","6","1.5","460","0.0446862249854284","28","41","0.003982902661744706","10.25","3","0.75","0.0002914319020788809","80","5","27.229508196721312","0.18032786885245902","0.4098360655737705","0","0.0","0","0.0","2868","1.7266706803130645","4.92414208308248","10","14","0","15","0","17","0","1","4","0.16393442622950818","0.22950819672131148","0.0","0.2459016393442623","0.2786885245901639","0.0","0.01639344262295082","0.06557377049180328","3","66","748","243","168","214","114","44","12","71","45","135","97","36","3","264","36","0.001806140878988561","0.039735099337748346","0.4503311258278146","0.14629741119807346","0.10114388922335943","0.1288380493678507","0.06863335340156532","0.026490066225165563","0.007224563515954244","0.042745334136062615","0.027092113184828417","0.08127633955448525","0.058398555087296806","0.021673690547862733","0.001806140878988561","0.15894039735099338","0.021673690547862733","0.308411214953271","0.22459893048128343","0.15240641711229946","0.016042780748663103","0.12967914438502673","0.06016042780748663","0.004010695187165776","0.0481283422459893","420","15.377463309679136","12.066899458157735","33.120709625842665","15.404222224415474","18.622086240759568","52.51548050256117","16.2339644891387","776","8.727489085184711","18.87704918032787","2"
"Bernard W. Rogers","12292","1960","91","6","2030.6666666666667","31","396.51612903225805","9196","333","3514.8085960215053","27.615615615615617","9","1.5","481","0.03913114220631305","17","26","0.0021151968760169215","4.333333333333333","0","0.0","0.0","58","3","25.25","0.15789473684210525","0.3026315789473684","1","0.013157894736842105","0","0.0","3314","1.726941115164148","5.083897863470558","24","3","0","13","0","5","3","1","4","0.3157894736842105","0.039473684210526314","0.0","0.17105263157894737","0.06578947368421052","0.039473684210526314","0.013157894736842105","0.05263157894736842","1","57","774","199","137","220","128","62","9","30","22","109","78","59","2","282","29","0.0005211047420531526","0.0297029702970297","0.4033350703491402","0.10369984366857739","0.07139134966128191","0.1146430432516936","0.06670140698280354","0.03230849400729546","0.004689942678478374","0.015633142261594582","0.011464304325169358","0.05680041688379364","0.04064616988014591","0.030745179781136008","0.0010422094841063053","0.14695153725898905","0.015112037519541427","0.2590909090909091","0.17700258397932817","0.165374677002584","0.011627906976744186","0.10077519379844961","0.028423772609819122","0.002583979328165375","0.037467700258397935","538","15.140158936946328","12.921042209484103","35.10703165711311","14.635405158936951","18.35429911412194","53.28543512245962","16.169344447983246","1070","10.05662094841063","17.835526315789473","2"
"Międzyrzecz Castle","1746","309","15","2","866.5","5","349.2","1455","278","832.2646814565664","5.233812949640288","0","0.0","278","0.15922107674684993","5","5","0.0028636884306987398","2.5","0","0.0","0.0","50","8","21.928571428571427","0.2857142857142857","0.42857142857142855","0","0.0","0","0.0","474","1.5439739413680782","4.5537459283387625","1","3","0","8","0","3","1","0","0","0.07142857142857142","0.21428571428571427","0.0","0.5714285714285714","0.21428571428571427","0.07142857142857142","0.0","0.0","0","17","144","51","28","44","23","2","2","5","4","23","19","9","1","56","18","0.0","0.05537459283387622","0.46905537459283386","0.16612377850162866","0.09120521172638436","0.14332247557003258","0.0749185667752443","0.006514657980456026","0.006514657980456026","0.016286644951140065","0.013029315960912053","0.0749185667752443","0.06188925081433225","0.029315960912052116","0.003257328990228013","0.18241042345276873","0.05863192182410423","0.38636363636363635","0.19444444444444445","0.1597222222222222","0.013888888888888888","0.13194444444444445","0.027777777777777776","0.006944444444444444","0.125","58","10.982429036761282","9.626188925081433","53.95730456026061","11.181035365286181","14.243741275011633","40.821079571893904","13.023866798666859","113","6.899611540251279","13.964285714285714","2"
"Wymondham to Wells Branch","17706","2966","143","4","4411.25","39","454.0","11650","667","5078.898724133018","17.466266866566716","6","1.5","667","0.03767084604089009","27","28","0.0015813848412967355","7.0","4","1.0","0.00022591212018524794","62","6","22.27480916030534","0.1297709923664122","0.366412213740458","0","0.0","0","0.0","4672","1.601096641535298","4.843385880740233","0","51","0","39","0","61","1","8","1","0.0","0.3893129770992366","0.0","0.29770992366412213","0.46564885496183206","0.007633587786259542","0.061068702290076333","0.007633587786259542","2","110","914","443","184","412","178","15","7","51","40","177","113","104","4","431","40","0.0006854009595613434","0.03769705277587389","0.3132282385195339","0.15181631254283756","0.06305688827964359","0.14119259766963674","0.06100068540095956","0.005140507196710075","0.002398903358464702","0.017477724468814255","0.013708019191226868","0.06065798492117889","0.0387251542152159","0.03564084989718986","0.0013708019191226869","0.1477039067854695","0.013708019191226868","0.2669902912621359","0.2013129102844639","0.19474835886214442","0.007658643326039387","0.12363238512035012","0.0437636761487965","0.00437636761487965","0.0437636761487965","823","12.519752078439168","11.350253598355035","48.773292828403896","11.990115942635605","15.393816741572445","50.47905864625462","13.984350711764659","1380","8.572342528867939","14.748091603053435","2"
"WPIX","34444","5621","274","4","8596.75","62","555.5483870967741","16856","740","8879.9575590202","22.778378378378378","9","2.25","740","0.021484148182557193","104","108","0.003135524329346185","27.0","0","0.0","0.0","304","1","31.362068965517242","0.1839080459770115","0.47701149425287354","1","0.005747126436781609","0","0.0","9012","1.651456844420011","5.030969397104636","8","25","0","68","0","29","5","5","6","0.04597701149425287","0.14367816091954022","0.0","0.39080459770114945","0.16666666666666666","0.028735632183908046","0.028735632183908046","0.034482758620689655","12","124","1770","829","337","688","331","89","14","196","71","345","196","128","6","727","54","0.0021990104452996153","0.02272310793476269","0.3243540406816932","0.15191497159611508","0.06175554333883086","0.1260765988638446","0.06065603811618105","0.01630932746930548","0.0025655121861828845","0.035917170606560384","0.013010811801356057","0.06322155030236394","0.035917170606560384","0.02345611141652923","0.0010995052226498076","0.13322338281106835","0.009895547003848268","0.18023255813953487","0.1903954802259887","0.18700564971751413","0.007909604519774011","0.11073446327683616","0.04011299435028248","0.003389830508474576","0.030508474576271188","1594","17.946900343121456","12.838284771852663","35.28925096206709","16.128397660707858","19.35442993181804","60.5722577139138","16.329228793781287","3131","10.615204946509705","21.020114942528735","2"
"Gusa Regional Science High School","9544","1534","83","6","1571.6666666666667","31","307.8709677419355","3461","249","1154.2792845176884","13.899598393574298","10","1.6666666666666667","908","0.09513830678960604","4","4","0.00041911148365465214","0.6666666666666666","0","0.0","0.0","52","3","22.73846153846154","0.2","0.36923076923076925","0","0.0","0","0.0","2515","1.7016238159675237","5.011502029769959","8","17","0","10","0","20","0","0","2","0.12307692307692308","0.26153846153846155","0.0","0.15384615384615385","0.3076923076923077","0.0","0.0","0.03076923076923077","8","49","553","186","104","146","79","27","9","37","22","74","50","49","3","204","31","0.005412719891745603","0.033152909336941816","0.37415426251691475","0.12584573748308525","0.07036535859269283","0.09878213802435724","0.05345060893098782","0.018267929634641408","0.006089309878213802","0.02503382949932341","0.014884979702300407","0.05006765899864682","0.03382949932341001","0.033152909336941816","0.0020297699594046007","0.13802435723951287","0.02097428958051421","0.3356164383561644","0.18806509945750452","0.14285714285714285","0.0162748643761302","0.09041591320072333","0.039783001808318265","0.0054249547920434","0.05605786618444846","449","13.543405329447282","12.365872801082539","39.79808670760906","13.35716102841678","17.295655251379202","53.11735193088373","15.463259826084006","833","10.027063145622984","16.03076923076923","2"
"Lois Howe","3517","566","31","5","690.0","9","390.77777777777777","2251","165","882.339220481556","13.642424242424243","0","0.0","165","0.04691498436167188","8","34","0.009667330110889964","6.8","1","0.2","0.0002843332385555871","38","4","19.06896551724138","0.1724137931034483","0.3448275862068966","0","0.0","0","0.0","958","1.732368896925859","5.066907775768535","5","2","0","10","0","2","1","0","1","0.1724137931034483","0.06896551724137931","0.0","0.3448275862068966","0.06896551724137931","0.034482758620689655","0.0","0.034482758620689655","0","13","283","54","36","65","51","30","6","14","11","34","25","21","4","93","19","0.0","0.023508137432188065","0.5117540687160941","0.09764918625678119","0.0650994575045208","0.11754068716094032","0.0922242314647378","0.054249547920433995","0.0108499095840868","0.02531645569620253","0.019891500904159132","0.06148282097649186","0.045207956600361664","0.0379746835443038","0.007233273056057866","0.16817359855334538","0.034358047016274866","0.2","0.127208480565371","0.18021201413427562","0.02120141342756184","0.08833922261484099","0.038869257950530034","0.014134275618374558","0.06713780918727916","155","11.969618382490488","12.441157323688966","40.921591320072366","12.288849535449277","16.018182951923677","47.09789860946562","14.554592549557764","296","9.397610924736547","13.53448275862069","2"
"Malabar District","60382","9420","490","10","6016.6","201","300.40796019900495","39847","20","12057.334993917833","1992.35","17","1.7","3820","0.0632638865887185","112","324","0.005365837501242092","32.4","0","0.0","0.0","101","1","19.457964601769913","0.15486725663716813","0.37831858407079644","0","0.0","0","0.0","16880","1.9192723138146675","5.427060830017055","67","120","0","43","0","130","18","3","30","0.14823008849557523","0.26548672566371684","0.0","0.09513274336283185","0.28761061946902655","0.03982300884955752","0.00663716814159292","0.06637168141592921","11","321","2387","931","352","951","269","157","14","177","80","507","217","250","5","1312","55","0.0012507106310403638","0.036498010233086985","0.27140420693575895","0.10585559977259806","0.04002274019329164","0.10812961910176236","0.030585559977259806","0.01785105173393974","0.0015918135304150084","0.020125071063104037","0.009096077316657191","0.05764638999431495","0.02467310972143263","0.028425241614553724","0.0005685048322910744","0.14917566799317794","0.0062535531552018195","0.33753943217665616","0.14746543778801843","0.11269375785504818","0.005865102639296188","0.09090909090909091","0.033514872224549644","0.0020946795140343527","0.02304147465437788","3044","13.860438810265286","14.589889710062529","24.714728180482695","14.646019497703339","18.81672762581314","54.068538791650525","16.36401378757723","4981","9.907694919176723","15.096238938053098","2"
"Angelica archangelica","4551","654","41","5","891.0","11","413.72727272727275","1473","291","480.526794258135","5.061855670103093","0","0.0","517","0.11360140628433311","14","18","0.003955174686882004","3.6","2","0.4","0.00043946385409800046","45","4","19.176470588235293","0.14705882352941177","0.4117647058823529","0","0.0","0","0.0","1298","1.99079754601227","5.593558282208589","6","8","1","5","0","9","0","1","2","0.17647058823529413","0.23529411764705882","0.029411764705882353","0.14705882352941177","0.2647058823529412","0.0","0.029411764705882353","0.058823529411764705","4","28","364","120","97","88","49","16","6","25","22","87","74","39","3","84","20","0.006134969325153374","0.04294478527607362","0.558282208588957","0.18404907975460122","0.14877300613496933","0.13496932515337423","0.07515337423312883","0.024539877300613498","0.009202453987730062","0.03834355828220859","0.03374233128834356","0.1334355828220859","0.11349693251533742","0.0598159509202454","0.004601226993865031","0.12883435582822086","0.03067484662576687","0.3181818181818182","0.2664835164835165","0.1346153846153846","0.016483516483516484","0.2032967032967033","0.06043956043956044","0.008241758241758242","0.054945054945054944","226","14.503894803320101","15.546564417177912","18.94940996030317","15.380234572356553","18.958931793576326","53.83904727535186","16.4187758691054","337","9.112548646697944","15.0","2"
"Wave Rock","4212","684","36","6","687.3333333333334","7","601.7142857142857","2313","77","828.7862611473881","30.038961038961038","0","0.0","554","0.1315289648622982","12","16","0.003798670465337132","2.6666666666666665","2","0.3333333333333333","0.0004748338081671415","38","7","19.88235294117647","0.14705882352941177","0.3235294117647059","0","0.0","0","0.0","1156","1.7100591715976332","4.991124260355029","4","11","0","0","0","14","4","1","0","0.11764705882352941","0.3235294117647059","0.0","0.0","0.4117647058823529","0.11764705882352941","0.029411764705882353","0.0","1","33","317","136","77","102","61","9","6","15","11","63","50","21","2","91","23","0.0014792899408284023","0.04881656804733728","0.46893491124260356","0.20118343195266272","0.11390532544378698","0.15088757396449703","0.09023668639053255","0.013313609467455622","0.008875739644970414","0.022189349112426034","0.016272189349112426","0.09319526627218935","0.07396449704142012","0.03106508875739645","0.0029585798816568047","0.1346153846153846","0.034023668639053255","0.3235294117647059","0.24290220820189273","0.19242902208201892","0.01892744479495268","0.15772870662460567","0.03470031545741325","0.006309148264984227","0.07255520504731862","195","12.019371736860428","12.05905325443787","41.98340584754612","12.342815871910897","15.94110685694396","48.72850678733032","14.51250956108029","336","8.834448729550992","13.911764705882353","2"
