Title,CC,CW,CSN,CS,CMSL,CP,CMPL,CLSL,CSSL,CSTDSL,CLSSR,CB,CBPS,CNL,CNLTLR,CR,CCC,CCCPC,CCCPS,CEL,CELPS,CELPC,SSLS,SSSS,SMSS,SLSR,SSSR,SQ,SQPS,SE,SEPS,SS,SMSPW,SMCPW,SSTP,SSTART,SSTC,SSTSUB,SSTI,SSTD,SSTADJ,SSTN,SSTADV,SSTPPS,SSTARTPS,SSTCPS,SSTSUBPS,SSTDPS,SSTADJPS,SSTNPS,SSTADVPS,SMV,STB,SUW,SN,SUN,SV,SUV,SP,SUP,SADV,SUADV,SADJ,SUADJ,SCC,SUCC,SSUB,SUSUB,SMVPW,STBPW,SUWPW,SNPW,SUNPW,SVPW,SUVPW,SPPW,SUPPW,SADVPW,SUADVPW,SADJPW,SUADJPW,SCCPW,SUCCPW,SSUBPW,SUSUBPW,STBPV,SUNPUW,SUVPUW,SUPPUW,SUADJPUW,SUADVPUW,SUCCPUW,SUSUBPUW,SWL6,RARI,RCL,RFRE,RFK,RGFI,RLBI,RSG,RDWS,RDC,RLWF,Quality
"Geoff Millar","1002","169","9","1","1002.0","1","1002.0","1002","1002","0","1.0","0","0.0","1002","1.0","6","6","0.005988023952095809","6.0","0","0.0","0.0","38","11","21.125","0.125","0.5","0","0.0","0","0.0","254","1.5029585798816567","4.798816568047338","2","0","0","4","0","0","0","0","0","0.25","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0","5","113","22","17","18","14","8","4","3","3","18","14","4","1","24","11","0.0","0.029585798816568046","0.6686390532544378","0.1301775147928994","0.10059171597633136","0.10650887573964497","0.08284023668639054","0.047337278106508875","0.023668639053254437","0.01775147928994083","0.01775147928994083","0.10650887573964497","0.08284023668639054","0.023668639053254437","0.005917159763313609","0.14201183431952663","0.0650887573964497","0.2777777777777778","0.1504424778761062","0.12389380530973451","0.035398230088495575","0.12389380530973451","0.02654867256637168","0.008849557522123894","0.09734513274336283","40","11.734926035502959","11.015857988165681","58.24282914201184","10.383661242603551","13.183727810650888","44.79363905325444","12.161744961471694","84","8.89608402366864","13.0625","1"
"Devudu Chesina Manushulu (1973 film)","2338","396","29","5","455.8","8","292.25","766","34","267.1070946268556","22.529411764705884","2","0.4","435","0.18605645851154834","6","7","0.0029940119760479044","1.4","0","0.0","0.0","88","6","23.866666666666667","0.13333333333333333","0.5333333333333333","0","0.0","0","0.0","643","1.7960893854748603","4.988826815642458","1","6","0","3","0","6","0","0","2","0.06666666666666667","0.4","0.0","0.2","0.4","0.0","0.0","0.13333333333333333","1","5","212","51","37","36","30","16","7","8","8","20","19","16","2","52","15","0.002793296089385475","0.013966480446927373","0.5921787709497207","0.1424581005586592","0.10335195530726257","0.1005586592178771","0.08379888268156424","0.0446927374301676","0.019553072625698324","0.0223463687150838","0.0223463687150838","0.055865921787709494","0.05307262569832402","0.0446927374301676","0.00558659217877095","0.1452513966480447","0.04189944134078212","0.1388888888888889","0.17452830188679244","0.14150943396226415","0.0330188679245283","0.08962264150943396","0.03773584905660377","0.009433962264150943","0.07075471698113207","93","14.000707635009313","12.294078212290504","30.661171322160186","14.911854748603353","18.03828677839851","49.84432029795158","15.988067610193283","194","9.740378845437617","17.0","1"
"Polly With a Past (film)","1992","342","19","4","489.0","7","284.57142857142856","648","234","188.1169848790906","2.769230769230769","0","0.0","462","0.2319277108433735","5","11","0.005522088353413655","2.75","3","0.75","0.0015060240963855422","71","8","19.941176470588236","0.11764705882352941","0.47058823529411764","0","0.0","0","0.0","526","1.551622418879056","4.607669616519174","2","1","0","3","0","1","1","1","2","0.11764705882352941","0.058823529411764705","0.0","0.17647058823529413","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.11764705882352941","0","10","186","45","34","44","37","3","3","5","4","18","17","10","1","45","14","0.0","0.029498525073746312","0.5486725663716814","0.13274336283185842","0.10029498525073746","0.12979351032448377","0.10914454277286136","0.008849557522123894","0.008849557522123894","0.014749262536873156","0.011799410029498525","0.05309734513274336","0.05014749262536873","0.029498525073746312","0.0029498525073746312","0.13274336283185842","0.04129793510324484","0.22727272727272727","0.1827956989247312","0.1989247311827957","0.016129032258064516","0.0913978494623656","0.021505376344086023","0.005376344086021506","0.07526881720430108","65","10.242712129099424","9.808731563421826","55.327449245184795","10.496203366302275","13.05021690091966","39.11521776852334","12.214722805548657","173","9.047105951761235","12.5","1"
"Many Farms, Arizona","4391","737","81","5","865.6","16","274.4375","1698","145","625.8157076967627","11.710344827586207","1","0.2","145","0.033022090639945344","15","16","0.0036438168982008655","3.2","0","0.0","0.0","56","6","17.804878048780488","0.1951219512195122","0.4146341463414634","0","0.0","0","0.0","1186","1.6246575342465754","4.684931506849315","1","11","0","10","0","12","7","0","1","0.024390243902439025","0.2682926829268293","0.0","0.24390243902439024","0.2926829268292683","0.17073170731707318","0.0","0.024390243902439025","1","44","353","128","67","91","41","10","7","20","16","50","31","24","2","93","26","0.0013698630136986301","0.06027397260273973","0.48356164383561645","0.17534246575342466","0.09178082191780822","0.12465753424657534","0.056164383561643834","0.0136986301369863","0.009589041095890411","0.0273972602739726","0.021917808219178082","0.0684931506849315","0.04246575342465753","0.03287671232876712","0.0027397260273972603","0.1273972602739726","0.03561643835616438","0.4835164835164835","0.18980169971671387","0.11614730878186968","0.019830028328611898","0.08781869688385269","0.0453257790368272","0.0056657223796034","0.07365439093484419","147","9.538466421650519","10.084931506849312","51.31702138322757","10.524861343133981","13.752088205813568","37.941864350150354","12.943091840920722","391","9.340505512863349","11.853658536585366","1"
"Michael Riddell-Webster","1682","265","13","3","543.6666666666666","5","336.4","1205","213","572.7314670361087","5.657276995305164","0","0.0","213","0.12663495838287753","10","12","0.007134363852556481","4.0","0","0.0","0.0","52","6","21.583333333333332","0.25","0.5833333333333334","0","0.0","0","0.0","458","1.7683397683397684","5.1698841698841695","5","0","0","3","0","0","2","2","0","0.4166666666666667","0.0","0.0","0.25","0.0","0.16666666666666666","0.16666666666666666","0.0","0","8","135","11","9","29","19","13","4","1","1","9","9","5","1","52","11","0.0","0.03088803088803089","0.5212355212355212","0.04247104247104247","0.03474903474903475","0.11196911196911197","0.07335907335907337","0.05019305019305019","0.015444015444015444","0.003861003861003861","0.003861003861003861","0.03474903474903475","0.03474903474903475","0.019305019305019305","0.003861003861003861","0.20077220077220076","0.04247104247104247","0.27586206896551724","0.06666666666666667","0.14074074074074075","0.02962962962962963","0.06666666666666667","0.007407407407407408","0.007407407407407408","0.08148148148148149","88","13.711821106821105","13.227490347490345","35.3263722651223","13.693909266409268","19.5985842985843","55.560167310167316","17.02489783603662","152","10.337251480051481","16.708333333333332","1"
"The Wolf of Gubbio","355","64","4","1","355.0","1","355.0","355","355","0","1.0","0","0.0","355","1.0","3","3","0.008450704225352112","3.0","0","0.0","0.0","32","15","21.333333333333332","0.3333333333333333","0.3333333333333333","0","0.0","0","0.0","100","1.5625","4.453125","2","1","0","0","0","1","0","0","0","0.6666666666666666","0.3333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0","3","50","9","9","8","7","4","3","0","0","2","2","3","1","12","5","0.0","0.046875","0.78125","0.140625","0.140625","0.125","0.109375","0.0625","0.046875","0.0","0.0","0.03125","0.03125","0.046875","0.015625","0.1875","0.078125","0.375","0.18","0.14","0.06","0.04","0.0","0.02","0.1","13","10.210885416666663","8.996875","52.99416666666667","11.1675","12.908333333333331","41.64583333333333","11.855464076750408","32","8.953133333333334","13.0","0"
"Isochorista melanocrypta","726","106","8","1","726.0","3","242.0","726","726","0","1.0","0","0.0","726","1.0","3","3","0.004132231404958678","3.0","0","0.0","0.0","41","4","14.833333333333334","0.16666666666666666","0.5","0","0.0","0","0.0","192","2.157303370786517","6.213483146067416","1","3","0","0","0","3","0","0","0","0.16666666666666666","0.5","0.0","0.0","0.5","0.0","0.0","0.0","1","7","71","21","20","16","11","2","2","0","0","8","8","2","1","8","5","0.011235955056179775","0.07865168539325842","0.797752808988764","0.23595505617977527","0.2247191011235955","0.1797752808988764","0.12359550561797752","0.02247191011235955","0.02247191011235955","0.0","0.0","0.0898876404494382","0.0898876404494382","0.02247191011235955","0.011235955056179775","0.0898876404494382","0.056179775280898875","0.4375","0.28169014084507044","0.15492957746478872","0.028169014084507043","0.11267605633802817","0.0","0.014084507042253521","0.07042253521126761","37","15.252172284644196","18.739775280898872","9.271301498127343","15.651179775280902","18.967041198501875","56.40636704119851","15.688483145680365","60","11.380677153558056","12.25","0"
"Elisabeth Sullivan","269","44","3","2","125.0","3","89.66666666666667","206","44","114.5512985522207","4.681818181818182","0","0.0","206","0.7657992565055762","2","2","0.007434944237918215","1.0","2","1.0","0.007434944237918215","33","7","20.0","0.5","0.5","0","0.0","0","0.0","64","1.6","5.075","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","1","36","5","5","3","3","0","0","0","0","3","3","0","0","4","4","0.0","0.025","0.9","0.125","0.125","0.075","0.075","0.0","0.0","0.0","0.0","0.075","0.075","0.0","0.0","0.1","0.1","0.3333333333333333","0.1388888888888889","0.08333333333333333","0.0","0.08333333333333333","0.0","0.0","0.1111111111111111","12","12.47325","12.560999999999996","51.17500000000004","11.090000000000003","15.0","50.0","13.81666964889586","28","12.045000000000002","13.5","0"
"Anechura bipunctata","1249","180","14","4","300.25","5","249.8","738","43","317.49790025552403","17.162790697674417","0","0.0","738","0.5908726981585268","5","5","0.0040032025620496394","1.25","3","0.75","0.0024019215372297837","62","3","14.0","0.09090909090909091","0.45454545454545453","0","0.0","0","0.0","347","2.2532467532467533","6.123376623376624","0","0","0","1","0","3","0","1","0","0.0","0.0","0.0","0.09090909090909091","0.2727272727272727","0.0","0.09090909090909091","0.0","4","7","109","39","30","18","14","0","0","1","1","10","9","2","2","14","9","0.025974025974025976","0.045454545454545456","0.7077922077922078","0.2532467532467532","0.19480519480519481","0.11688311688311688","0.09090909090909091","0.0","0.0","0.006493506493506494","0.006493506493506494","0.06493506493506493","0.05844155844155844","0.012987012987012988","0.012987012987012988","0.09090909090909091","0.05844155844155844","0.3888888888888889","0.27522935779816515","0.12844036697247707","0.0","0.08256880733944955","0.009174311926605505","0.01834862385321101","0.08256880733944955","69","14.411103896103896","18.091168831168833","2.0003246753246913","16.458311688311692","21.184415584415586","58.8051948051948","16.4712008295341","107","11.665374025974026","12.454545454545455","0"
"1973 Connecticut Huskies football team","2405","399","3","2","1195.5","14","171.78571428571428","2107","284","1289.0556621030762","7.419014084507042","0","0.0","284","0.1180873180873181","8","8","0.0033264033264033266","4.0","0","0.0","0.0","259","19","100.66666666666667","0.3333333333333333","0.6666666666666666","0","0.0","0","0.0","577","1.9105960264900663","5.5","0","1","0","0","0","1","0","0","0","0.0","0.3333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0","1","123","119","24","30","12","0","0","6","1","26","4","4","2","5","4","0.0","0.0033112582781456954","0.40728476821192056","0.39403973509933776","0.07947019867549669","0.09933774834437085","0.039735099337748346","0.0","0.0","0.019867549668874173","0.0033112582781456954","0.08609271523178808","0.013245033112582781","0.013245033112582781","0.006622516556291391","0.016556291390728478","0.013245033112582781","0.03333333333333333","0.1951219512195122","0.0975609756097561","0.0","0.032520325203252036","0.008130081300813009","0.016260162601626018","0.032520325203252036","107","54.80833333333333","16.245960264900663","-56.978090507726236","46.21503311258277","50.59779249448124","136.0971302428256","32.258504731302004","247","17.90740441501104","76.33333333333333","0"
"Sangla, Estonia","88","15","2","1","88.0","2","44.0","88","88","0","1.0","0","0.0","88","1.0","1","1","0.011363636363636364","1.0","0","0.0","0.0","15","15","15.0","0.0","0.0","0","0.0","0","0.0","25","1.6666666666666667","4.733333333333333","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","1","14","3","3","1","1","0","0","0","0","0","0","0","0","2","1","0.0","0.06666666666666667","0.9333333333333333","0.2","0.2","0.06666666666666667","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.13333333333333333","0.06666666666666667","1.0","0.21428571428571427","0.07142857142857142","0.0","0.0","0.0","0.0","0.07142857142857142","3","8.364","10.058666666666667","50.610000000000014","9.92666666666667","11.333333333333336","35.0","11.20814326018867","10","11.270666666666669","8.5","0"
"Ettridge Collection","477","68","7","1","477.0","2","238.5","477","477","0","1.0","0","0.0","477","1.0","1","1","0.0020964360587002098","1.0","0","0.0","0.0","25","2","11.166666666666666","0.3333333333333333","0.5","0","0.0","0","0.0","133","1.9850746268656716","5.850746268656716","0","2","0","0","0","2","2","2","0","0.0","0.3333333333333333","0.0","0.0","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.0","0","2","59","9","7","8","8","1","1","0","0","8","6","2","2","9","8","0.0","0.029850746268656716","0.8805970149253731","0.13432835820895522","0.1044776119402985","0.11940298507462686","0.11940298507462686","0.014925373134328358","0.014925373134328358","0.0","0.0","0.11940298507462686","0.08955223880597014","0.029850746268656716","0.029850746268656716","0.13432835820895522","0.11940298507462686","0.25","0.11864406779661017","0.13559322033898305","0.01694915254237288","0.1016949152542373","0.0","0.03389830508474576","0.13559322033898305","32","11.710348258706468","15.951641791044775","27.56351990049751","12.188880597014926","17.600995024875623","58.92786069651741","14.06817628641468","44","10.923418905472637","8.25","0"
"Charuq Dash","214","35","3","1","214.0","1","214.0","214","214","0","1.0","0","0.0","214","1.0","1","1","0.004672897196261682","1.0","0","0.0","0.0","24","11","17.5","0.0","0.5","0","0.0","0","0.0","59","1.6857142857142857","4.828571428571428","0","0","0","1","0","0","0","0","0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0","2","33","3","3","3","3","1","1","1","1","0","0","0","0","4","3","0.0","0.05714285714285714","0.9428571428571428","0.08571428571428572","0.08571428571428572","0.08571428571428572","0.08571428571428572","0.02857142857142857","0.02857142857142857","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.11428571428571428","0.08571428571428572","0.6666666666666666","0.09090909090909091","0.09090909090909091","0.030303030303030304","0.0","0.030303030303030304","0.0","0.09090909090909091","9","10.062571428571427","10.900571428571428","46.46107142857147","11.126428571428573","12.714285714285715","43.214285714285715","12.161744961471694","25","12.14657142857143","11.25","0"
"Vilu","129","21","4","1","129.0","2","64.5","129","129","0","1.0","0","0.0","129","1.0","1","1","0.007751937984496124","1.0","0","0.0","0.0","11","10","10.5","0.0","0.0","0","0.0","0","0.0","38","1.8095238095238095","4.904761904761905","1","0","0","0","0","0","0","0","0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","2","20","4","4","3","2","1","1","0","0","0","0","0","0","3","3","0.0","0.09523809523809523","0.9523809523809523","0.19047619047619047","0.19047619047619047","0.14285714285714285","0.09523809523809523","0.047619047619047616","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.14285714285714285","0.14285714285714285","0.6666666666666666","0.2","0.1","0.05","0.0","0.0","0.0","0.15","8","6.921428571428571","10.22095238095238","43.09178571428575","9.857380952380954","15.628571428571428","48.595238095238095","13.023866798666859","13","10.295561904761906","7.25","0"
"Erra-Pater","206","36","3","1","206.0","1","206.0","206","206","0","1.0","0","0.0","206","1.0","1","1","0.0048543689320388345","1.0","0","0.0","0.0","36","36","36.0","0.0","0.0","0","0.0","0","0.0","59","1.6388888888888888","4.555555555555555","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","1","29","3","3","3","3","0","0","1","1","2","2","3","2","8","4","0.0","0.027777777777777776","0.8055555555555556","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.0","0.0","0.027777777777777776","0.027777777777777776","0.05555555555555555","0.05555555555555555","0.08333333333333333","0.05555555555555555","0.2222222222222222","0.1111111111111111","0.3333333333333333","0.10344827586206896","0.10344827586206896","0.0","0.06896551724137931","0.034482758620689655","0.06896551724137931","0.13793103448275862","9","18.026666666666664","10.164444444444442","31.64500000000004","17.788888888888888","23.28888888888889","61.0","19.287186520377343","17","9.241988888888889","26.0","0"
"Mariabé","181","33","3","1","181.0","1","181.0","181","181","0","1.0","0","0.0","181","1.0","1","4","0.022099447513812154","4.0","0","0.0","0.0","19","14","16.5","0.0","0.0","0","0.0","0","0.0","54","1.6363636363636365","4.363636363636363","1","0","0","0","0","0","0","0","0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","3","24","4","2","3","2","2","2","0","0","0","0","0","0","9","4","0.0","0.09090909090909091","0.7272727272727273","0.12121212121212122","0.06060606060606061","0.09090909090909091","0.06060606060606061","0.06060606060606061","0.06060606060606061","0.0","0.0","0.0","0.0","0.0","0.0","0.2727272727272727","0.12121212121212122","1.0","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.0","0.0","0.0","0.16666666666666666","7","7.372727272727275","8.064242424242426","51.65113636363637","10.154090909090915","13.872727272727275","37.71212121212121","13.023866798666859","18","9.431127272727274","11.25","0"
"Metin Çelik","536","97","7","1","536.0","3","178.66666666666666","536","536","0","1.0","0","0.0","536","1.0","0","0","0.0","0.0","1","1.0","0.0018656716417910447","24","10","16.166666666666668","0.0","0.16666666666666666","0","0.0","0","0.0","154","1.5876288659793814","4.381443298969073","1","0","0","3","0","0","0","1","0","0.16666666666666666","0.0","0.0","0.5","0.0","0.0","0.16666666666666666","0.0","0","5","68","13","11","8","6","5","3","0","0","9","8","3","1","14","6","0.0","0.05154639175257732","0.7010309278350515","0.13402061855670103","0.1134020618556701","0.08247422680412371","0.061855670103092786","0.05154639175257732","0.030927835051546393","0.0","0.0","0.09278350515463918","0.08247422680412371","0.030927835051546393","0.010309278350515464","0.14432989690721648","0.061855670103092786","0.625","0.16176470588235295","0.08823529411764706","0.04411764705882353","0.11764705882352941","0.0","0.014705882352941176","0.08823529411764706","20","7.289931271477663","8.131958762886597","56.112431271477675","9.449020618556702","13.064604810996565","36.7852233676976","12.457975602129121","52","9.266608934707905","10.75","0"
"Battle of Loma Alta","919","161","6","2","452.5","2","459.5","556","349","146.37110370561533","1.5931232091690544","0","0.0","349","0.3797606093579978","1","1","0.001088139281828074","0.5","0","0.0","0.0","63","20","31.6","0.2","0.6","0","0.0","0","0.0","277","1.7531645569620253","4.651898734177215","0","2","0","3","0","2","0","0","0","0.0","0.4","0.0","0.6","0.4","0.0","0.0","0.0","0","2","92","15","9","14","12","1","1","1","1","9","7","7","1","28","13","0.0","0.012658227848101266","0.5822784810126582","0.0949367088607595","0.056962025316455694","0.08860759493670886","0.0759493670886076","0.006329113924050633","0.006329113924050633","0.006329113924050633","0.006329113924050633","0.056962025316455694","0.04430379746835443","0.04430379746835443","0.006329113924050633","0.17721518987341772","0.08227848101265822","0.14285714285714285","0.09782608695652174","0.13043478260869565","0.010869565217391304","0.07608695652173914","0.010869565217391304","0.010869565217391304","0.14130434782608695","35","16.280443037974685","10.616455696202532","26.443278481012698","17.4213417721519","20.994430379746838","53.75189873417722","17.80541091248751","82","9.76217012658228","22.4","0"
"Telorta","388","58","2","2","187.5","3","129.33333333333334","237","138","70.0035713374682","1.7173913043478262","0","0.0","237","0.6108247422680413","0","0","0.0","0.0","2","1.0","0.005154639175257732","29","16","22.5","0.0","0.5","0","0.0","0","0.0","105","2.3333333333333335","6.177777777777778","0","0","0","0","0","0","1","0","0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","1","1","36","11","10","2","2","0","0","0","0","2","2","0","0","3","2","0.022222222222222223","0.022222222222222223","0.8","0.24444444444444444","0.2222222222222222","0.044444444444444446","0.044444444444444446","0.0","0.0","0.0","0.0","0.044444444444444446","0.044444444444444446","0.0","0.0","0.06666666666666667","0.044444444444444446","0.5","0.2777777777777778","0.05555555555555555","0.0","0.05555555555555555","0.0","0.0","0.05555555555555555","21","18.917333333333332","19.209777777777777","-13.402500000000003","20.718333333333337","26.77777777777778","69.16666666666666","21.19438992294339","38","14.449777777777777","21.25","0"
"Ririe A Pegram Truss Railroad Bridge","832","144","7","1","832.0","2","416.0","832","832","0","1.0","0","0.0","832","1.0","2","3","0.003605769230769231","3.0","0","0.0","0.0","44","15","28.8","0.2","0.2","0","0.0","0","0.0","224","1.5555555555555556","4.680555555555555","0","5","0","0","0","5","0","0","0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0","7","91","20","13","17","13","2","2","2","2","6","6","3","1","17","8","0.0","0.04861111111111111","0.6319444444444444","0.1388888888888889","0.09027777777777778","0.11805555555555555","0.09027777777777778","0.013888888888888888","0.013888888888888888","0.013888888888888888","0.013888888888888888","0.041666666666666664","0.041666666666666664","0.020833333333333332","0.006944444444444444","0.11805555555555555","0.05555555555555555","0.4117647058823529","0.14285714285714285","0.14285714285714285","0.02197802197802198","0.06593406593406594","0.02197802197802198","0.01098901098901099","0.08791208791208792","30","15.015416666666667","10.693888888888885","46.003000000000014","13.99755555555556","15.964444444444446","49.63333333333333","13.348371206891418","84","10.639313333333336","17.6","0"
"GRK4","1124","160","9","1","1124.0","5","224.8","1124","1124","0","1.0","0","0.0","1124","1.0","6","6","0.005338078291814947","6.0","0","0.0","0.0","27","13","20.0","0.0","0.25","0","0.0","0","0.0","328","2.05","5.89375","0","0","0","0","0","1","0","0","1","0.0","0.0","0.0","0.0","0.125","0.0","0.0","0.125","0","5","89","37","21","25","20","1","1","5","4","15","10","7","1","17","8","0.0","0.03125","0.55625","0.23125","0.13125","0.15625","0.125","0.00625","0.00625","0.03125","0.025","0.09375","0.0625","0.04375","0.00625","0.10625","0.05","0.2","0.23595505617977527","0.2247191011235955","0.011235955056179775","0.11235955056179775","0.0449438202247191","0.011235955056179775","0.0898876404494382","66","16.3295625","17.375250000000005","13.105000000000018","16.400000000000002","21.5","61.25","17.971250198000288","97","10.564687500000002","16.75","0"
"Remote communications outlet","1832","288","18","1","1832.0","3","610.6666666666666","1832","1832","0","1.0","0","0.0","1832","1.0","0","0","0.0","0.0","0","0.0","0.0","30","9","19.2","0.06666666666666667","0.3333333333333333","0","0.0","0","0.0","529","1.8368055555555556","5.232638888888889","0","3","0","2","0","3","1","3","0","0.0","0.2","0.0","0.13333333333333333","0.2","0.06666666666666667","0.2","0.0","4","16","163","48","30","46","31","1","1","7","6","18","17","19","2","27","16","0.013888888888888888","0.05555555555555555","0.5659722222222222","0.16666666666666666","0.10416666666666667","0.1597222222222222","0.1076388888888889","0.003472222222222222","0.003472222222222222","0.024305555555555556","0.020833333333333332","0.0625","0.059027777777777776","0.06597222222222222","0.006944444444444444","0.09375","0.05555555555555555","0.34782608695652173","0.18404907975460122","0.1901840490797546","0.006134969325153374","0.10429447852760736","0.03680981595092025","0.012269938650306749","0.09815950920245399","86","12.81572916666667","13.426249999999996","31.953250000000025","13.572305555555559","16.846666666666668","49.06111111111111","15.112257680678326","150","9.176278333333334","14.0","0"
"Nyassang Forest Park","212","36","5","1","212.0","2","106.0","212","212","0","1.0","0","0.0","212","1.0","1","1","0.0047169811320754715","1.0","0","0.0","0.0","10","7","9.0","0.0","0.0","0","0.0","0","0.0","63","1.75","4.666666666666667","1","1","0","0","0","1","0","0","0","0.25","0.25","0.0","0.0","0.25","0.0","0.0","0.0","0","3","32","7","7","6","4","2","2","0","0","0","0","0","0","4","3","0.0","0.08333333333333333","0.8888888888888888","0.19444444444444445","0.19444444444444445","0.16666666666666666","0.1111111111111111","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0","0.0","0.1111111111111111","0.08333333333333333","0.5","0.21875","0.125","0.0625","0.0","0.0","0.0","0.09375","9","5.050000000000001","8.351111111111113","49.650000000000034","8.570000000000004","11.377777777777778","34.0","10.686352973137792","23","10.534455555555557","5.25","0"
"Dorodoca anthophoba","483","69","5","1","483.0","3","161.0","483","483","0","1.0","0","0.0","483","1.0","1","1","0.002070393374741201","1.0","1","1.0","0.002070393374741201","35","9","18.666666666666668","0.3333333333333333","0.6666666666666666","0","0.0","0","0.0","144","2.5714285714285716","6.571428571428571","1","1","0","0","0","1","0","0","0","0.3333333333333333","0.3333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","1","2","46","16","15","7","5","1","1","0","0","3","3","1","1","5","3","0.017857142857142856","0.03571428571428571","0.8214285714285714","0.2857142857142857","0.26785714285714285","0.125","0.08928571428571429","0.017857142857142856","0.017857142857142856","0.0","0.0","0.05357142857142857","0.05357142857142857","0.017857142857142856","0.017857142857142856","0.08928571428571429","0.05357142857142857","0.2857142857142857","0.32608695652173914","0.10869565217391304","0.021739130434782608","0.06521739130434782","0.0","0.021739130434782608","0.06521739130434782","28","18.854761904761908","21.25428571428571","-29.654523809523795","22.032857142857143","26.03809523809524","68.66666666666667","19.946969662950774","41","12.48640238095238","18.0","0"
